               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                  17,              4.4643,              9.6964,              5.2156,          0.00068131,             0.19048,           0.0023068,          0.00075247,                   0,                   0,                   0,            0.008416,            0.008416,            0.008416
                  18,              4.2375,              9.3997,              4.8609,           0.0034105,             0.90476,             0.20324,            0.062753,                   0,                   0,                   0,            0.008317,            0.008317,            0.008317
                  19,              4.5237,              10.399,              4.4962,             0.24786,             0.42857,             0.32611,            0.085784,                   0,                   0,                   0,            0.008218,            0.008218,            0.008218
                  20,              4.2834,              10.372,              4.2732,             0.30601,             0.47619,             0.39618,             0.11644,                   0,                   0,                   0,            0.008119,            0.008119,            0.008119
                  21,              3.9837,              8.4552,              4.3552,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00802,             0.00802,             0.00802
                  22,              4.0648,              7.9072,              4.1873,           0.0020055,             0.52381,           0.0044259,           0.0006777,                   0,                   0,                   0,            0.007921,            0.007921,            0.007921
                  23,              4.2695,              6.1628,              4.0831,             0.63249,             0.28571,             0.38916,            0.070842,                   0,                   0,                   0,            0.007822,            0.007822,            0.007822
                  24,              3.4485,              6.7615,              4.1254,             0.18894,             0.61905,              0.3796,            0.096259,                   0,                   0,                   0,            0.007723,            0.007723,            0.007723
                  25,              3.7668,              5.6402,              4.0829,           0.0025244,             0.71429,             0.12569,            0.054553,                   0,                   0,                   0,            0.007624,            0.007624,            0.007624
                  26,              3.2399,              3.7537,              3.6971,             0.45182,             0.61905,              0.6208,             0.26403,                   0,                   0,                   0,            0.007525,            0.007525,            0.007525
                  27,              3.5519,              5.8745,              3.7712,              0.3986,             0.61905,             0.44692,             0.16995,                   0,                   0,                   0,            0.007426,            0.007426,            0.007426
                  28,              3.4307,              4.7938,              3.6418,           0.0063105,             0.71429,             0.32374,             0.13262,                   0,                   0,                   0,            0.007327,            0.007327,            0.007327
                  29,              3.5268,              4.2033,              3.8165,             0.50102,              0.7619,             0.55715,             0.24656,                   0,                   0,                   0,            0.007228,            0.007228,            0.007228
                  30,              2.8694,              3.2785,              3.5432,              0.5793,             0.78726,             0.70311,             0.29757,                   0,                   0,                   0,            0.007129,            0.007129,            0.007129
                  31,              3.1161,               4.067,              3.6582,           0.0013441,            0.095238,           0.0009623,          0.00038492,                   0,                   0,                   0,             0.00703,             0.00703,             0.00703
                  32,              3.4625,              5.2463,              3.4699,             0.85518,             0.28178,             0.58359,              0.2642,                   0,                   0,                   0,            0.006931,            0.006931,            0.006931
                  33,              3.2636,              3.4245,              3.5797,             0.67749,             0.80952,             0.81076,             0.40806,                   0,                   0,                   0,            0.006832,            0.006832,            0.006832
                  34,              2.7152,              3.4442,              3.1882,             0.41732,             0.85714,             0.68004,              0.2461,                   0,                   0,                   0,            0.006733,            0.006733,            0.006733
                  35,              2.7019,              3.8554,              2.8933,             0.57133,             0.66667,             0.77584,             0.31229,                   0,                   0,                   0,            0.006634,            0.006634,            0.006634
                  36,               2.358,              2.5585,              3.0404,             0.78794,              0.7619,             0.87961,             0.36813,                   0,                   0,                   0,            0.006535,            0.006535,            0.006535
                  37,              2.7288,              2.7133,              3.2247,                   1,             0.70088,             0.92996,             0.52267,                   0,                   0,                   0,            0.006436,            0.006436,            0.006436
                  38,              2.4816,               2.564,              2.8552,             0.85781,             0.80952,             0.92268,             0.64531,                   0,                   0,                   0,            0.006337,            0.006337,            0.006337
                  39,               2.628,              2.0151,              2.9114,             0.54378,              0.7619,             0.64707,             0.26083,                   0,                   0,                   0,            0.006238,            0.006238,            0.006238
                  40,               2.575,              2.1035,              2.8569,             0.86471,             0.80952,             0.90746,             0.56697,                   0,                   0,                   0,            0.006139,            0.006139,            0.006139
                  41,              2.5876,              2.0111,              2.7316,             0.78827,             0.90476,             0.91672,              0.5105,                   0,                   0,                   0,             0.00604,             0.00604,             0.00604
                  42,              2.4898,              1.9774,              2.6583,              0.8789,             0.85714,             0.95826,             0.63633,                   0,                   0,                   0,            0.005941,            0.005941,            0.005941
                  43,              2.4989,              2.4402,              2.7551,              0.7912,              0.9023,             0.93172,             0.50112,                   0,                   0,                   0,            0.005842,            0.005842,            0.005842
                  44,              2.2945,              1.8952,              2.5665,             0.94228,             0.95238,             0.97807,             0.67073,                   0,                   0,                   0,            0.005743,            0.005743,            0.005743
                  45,                2.31,              1.9577,              2.4346,             0.84354,             0.95238,             0.96719,              0.6705,                   0,                   0,                   0,            0.005644,            0.005644,            0.005644
                  46,              2.5202,              1.9869,              2.4979,             0.79765,             0.93895,             0.91241,             0.61929,                   0,                   0,                   0,            0.005545,            0.005545,            0.005545
                  47,              2.2231,              1.9692,               2.444,               0.828,             0.95238,             0.95293,             0.72846,                   0,                   0,                   0,            0.005446,            0.005446,            0.005446
                  48,              2.0437,              1.8572,              2.3879,             0.83765,             0.98318,             0.97496,             0.67741,                   0,                   0,                   0,            0.005347,            0.005347,            0.005347
                  49,              2.1763,              1.6104,              2.1987,             0.98555,                   1,               0.995,             0.71851,                   0,                   0,                   0,            0.005248,            0.005248,            0.005248
                  50,              2.0799,              1.6502,              2.3113,                   1,             0.88456,             0.97972,             0.66428,                   0,                   0,                   0,            0.005149,            0.005149,            0.005149
                  51,              1.8253,              1.5151,              2.2885,             0.94878,                   1,             0.99318,              0.6977,                   0,                   0,                   0,             0.00505,             0.00505,             0.00505
                  52,              1.8858,              1.4367,              2.1399,             0.97874,             0.95238,             0.99152,             0.61184,                   0,                   0,                   0,            0.004951,            0.004951,            0.004951
                  53,              1.6903,              1.3686,              1.8691,                   1,             0.99687,               0.995,              0.7393,                   0,                   0,                   0,            0.004852,            0.004852,            0.004852
                  54,              1.8537,              1.8535,              2.0923,             0.99168,                   1,               0.995,             0.83998,                   0,                   0,                   0,            0.004753,            0.004753,            0.004753
                  55,              1.7637,              1.3284,              1.9833,             0.99127,                   1,               0.995,             0.65803,                   0,                   0,                   0,            0.004654,            0.004654,            0.004654
                  56,              1.8625,              1.4066,              2.2275,             0.99471,                   1,               0.995,             0.77217,                   0,                   0,                   0,            0.004555,            0.004555,            0.004555
                  57,              1.8936,              1.3241,              1.7869,             0.99502,                   1,               0.995,             0.79872,                   0,                   0,                   0,            0.004456,            0.004456,            0.004456
                  58,              1.6937,              1.2418,              1.9318,             0.07599,            0.086464,            0.043456,           0.0072075,                   0,                   0,                   0,            0.004357,            0.004357,            0.004357
                  59,              1.7658,              1.3196,              1.8761,          0.00035549,            0.047619,          0.00043848,          9.0376e-05,                   0,                   0,                   0,            0.004258,            0.004258,            0.004258
                  60,              1.7915,              1.3409,              2.0251,              0.6151,             0.33333,             0.31713,            0.046847,                   0,                   0,                   0,            0.004159,            0.004159,            0.004159
                  61,              1.8253,              1.2687,              1.8728,           0.0017201,            0.095238,          0.00045067,          8.9993e-05,                   0,                   0,                   0,             0.00406,             0.00406,             0.00406
                  62,               1.465,              1.1463,              1.8309,             0.99603,                   1,               0.995,             0.75784,                   0,                   0,                   0,            0.003961,            0.003961,            0.003961
                  63,               1.638,              1.1316,              1.7696,             0.99645,                   1,               0.995,             0.84371,                   0,                   0,                   0,            0.003862,            0.003862,            0.003862
                  64,              1.4998,              1.1801,              1.8583,              0.9968,                   1,               0.995,             0.80634,                   0,                   0,                   0,            0.003763,            0.003763,            0.003763
                  65,              1.5853,              1.3184,              1.8124,             0.99581,                   1,               0.995,             0.82777,                   0,                   0,                   0,            0.003664,            0.003664,            0.003664
                  66,              1.4536,              1.0498,              1.6222,             0.99466,                   1,               0.995,             0.79675,                   0,                   0,                   0,            0.003565,            0.003565,            0.003565
                  67,              1.6276,              1.1995,              2.0566,             0.99488,                   1,               0.995,               0.844,                   0,                   0,                   0,            0.003466,            0.003466,            0.003466
                  68,              1.5272,              1.0853,              1.6234,            0.075762,            0.095238,             0.01725,           0.0052663,                   0,                   0,                   0,            0.003367,            0.003367,            0.003367
                  69,              1.6888,              1.0755,              1.7473,             0.12103,             0.14286,             0.12145,            0.042641,                   0,                   0,                   0,            0.003268,            0.003268,            0.003268
                  70,              1.4968,              1.0448,              1.7669,             0.69192,             0.32179,             0.32126,             0.10481,                   0,                   0,                   0,            0.003169,            0.003169,            0.003169
                  71,              1.6039,              1.0471,              1.6074,             0.99713,                   1,               0.995,             0.80548,                   0,                   0,                   0,             0.00307,             0.00307,             0.00307
                  72,              1.4557,             0.92742,              1.4739,             0.99679,                   1,               0.995,             0.81516,                   0,                   0,                   0,            0.002971,            0.002971,            0.002971
                  73,              1.5086,              1.1906,              1.6958,             0.99725,                   1,               0.995,             0.85289,                   0,                   0,                   0,            0.002872,            0.002872,            0.002872
                  74,               1.508,              1.0366,              1.6301,             0.99666,                   1,               0.995,             0.86511,                   0,                   0,                   0,            0.002773,            0.002773,            0.002773
                  75,              1.6582,              1.1074,              1.5045,             0.99671,                   1,               0.995,             0.89107,                   0,                   0,                   0,            0.002674,            0.002674,            0.002674
                  76,              1.5111,             0.97384,              1.4632,             0.99693,                   1,               0.995,             0.80718,                   0,                   0,                   0,            0.002575,            0.002575,            0.002575
                  77,              1.3543,             0.94203,              1.5437,             0.99442,                   1,               0.995,             0.84291,                   0,                   0,                   0,            0.002476,            0.002476,            0.002476
                  78,              1.2704,             0.88048,              1.4817,                   1,             0.55183,              0.6279,             0.24141,                   0,                   0,                   0,            0.002377,            0.002377,            0.002377
                  79,              1.3301,             0.91056,              1.3975,            0.090045,            0.047619,            0.032261,            0.017239,                   0,                   0,                   0,            0.002278,            0.002278,            0.002278
                  80,              1.3915,             0.91798,               1.571,          0.00094533,            0.095238,          0.00057721,          0.00010612,                   0,                   0,                   0,            0.002179,            0.002179,            0.002179
                  81,              1.3014,              0.9465,              1.4454,            0.003184,             0.19048,           0.0019239,           0.0009002,                   0,                   0,                   0,             0.00208,             0.00208,             0.00208
                  82,              1.3177,             0.99754,              1.5722,             0.98369,             0.71429,             0.83224,             0.66269,                   0,                   0,                   0,            0.001981,            0.001981,            0.001981
                  83,              1.2369,              0.8844,              1.5442,             0.99698,                   1,               0.995,             0.84066,                   0,                   0,                   0,            0.001882,            0.001882,            0.001882
                  84,              1.1828,              0.8337,              1.4237,             0.99716,                   1,               0.995,             0.88175,                   0,                   0,                   0,            0.001783,            0.001783,            0.001783
                  85,              1.2304,             0.86016,              1.3977,             0.99725,                   1,               0.995,             0.86159,                   0,                   0,                   0,            0.001684,            0.001684,            0.001684
                  86,              1.2908,             0.87428,              1.3658,             0.99717,                   1,               0.995,             0.84702,                   0,                   0,                   0,            0.001585,            0.001585,            0.001585
                  87,              1.1979,             0.88952,              1.3993,             0.99734,                   1,               0.995,             0.93689,                   0,                   0,                   0,            0.001486,            0.001486,            0.001486
                  88,              1.3258,              1.1081,              1.3845,             0.99735,                   1,               0.995,             0.92208,                   0,                   0,                   0,            0.001387,            0.001387,            0.001387
                  89,              1.3827,             0.93866,              1.4872,             0.99728,                   1,               0.995,             0.92447,                   0,                   0,                   0,            0.001288,            0.001288,            0.001288
                  90,              1.1223,             0.81022,              1.2561,             0.99721,                   1,               0.995,             0.90089,                   0,                   0,                   0,            0.001189,            0.001189,            0.001189
                  91,              1.3233,              1.0072,              1.3682,             0.99719,                   1,               0.995,             0.88576,                   0,                   0,                   0,             0.00109,             0.00109,             0.00109
                  92,              1.0709,             0.88445,              1.4272,             0.99701,                   1,               0.995,             0.89982,                   0,                   0,                   0,            0.000991,            0.000991,            0.000991
                  93,              1.1581,             0.84613,              1.4285,             0.99701,                   1,               0.995,              0.8888,                   0,                   0,                   0,            0.000892,            0.000892,            0.000892
                  94,              1.2555,             0.85485,              1.3919,             0.99709,                   1,               0.995,             0.90721,                   0,                   0,                   0,            0.000793,            0.000793,            0.000793
                  95,              1.2116,             0.85146,              1.5559,             0.99711,                   1,               0.995,             0.92215,                   0,                   0,                   0,            0.000694,            0.000694,            0.000694
                  96,              1.1313,             0.82716,              1.5623,             0.99717,                   1,               0.995,             0.90126,                   0,                   0,                   0,            0.000595,            0.000595,            0.000595
                  97,              1.1808,             0.87289,               1.455,             0.99727,                   1,               0.995,             0.88756,                   0,                   0,                   0,            0.000496,            0.000496,            0.000496
                  98,              1.3291,             0.98242,              1.4432,             0.99712,                   1,               0.995,             0.90834,                   0,                   0,                   0,            0.000397,            0.000397,            0.000397
                  99,              1.1509,             0.79979,              1.4748,              0.9973,                   1,               0.995,             0.92422,                   0,                   0,                   0,            0.000298,            0.000298,            0.000298
